carat,depth,price,x,y,z,class
1.01,62.6,3818,6.43,6.38,4.01,2
1.01,62.6,3818,6.43,6.38,4.01,2
1.01,63.1,3818,6.39,6.35,4.02,2
0.95,62.9,3818,6.24,6.19,3.91,2
1.01,61.7,3818,6.4,6.34,3.93,2
1,63.7,3819,6.27,6.32,4.01,1
1,64.8,3819,6.35,6.28,4.09,2
1,59.8,3819,6.5,6.48,3.88,2
1,63.9,3819,6.32,6.26,4.02,2
0.9,62.6,3820,6.14,6.17,3.86,2
0.9,62.8,3820,6.11,6.15,3.85,1
1.52,61.7,3820,7.43,7.34,4.56,1
0.76,61.9,3820,5.88,5.84,3.63,3
0.85,61.9,3821,6.07,6.14,3.78,2
1.02,62.3,3822,6.41,6.38,4,1
0.75,62.4,3822,5.88,5.75,3.63,3
1.05,62.7,3822,6.58,6.49,4.09,3
1.05,63,3822,6.47,6.42,4.06,2
1.05,63.9,3822,6.44,6.37,4.09,2
0.91,62.5,3822,6.21,6.15,3.86,3
1.05,60.4,3822,6.6,6.58,3.98,2
1.01,63.2,3823,6.29,6.33,3.99,3
1.01,62.6,3823,6.34,6.43,4,2
0.92,63.3,3823,6.18,6.12,3.89,2
1.06,62,3823,6.53,6.45,4.04,3
1.03,63,3824,6.39,6.35,4.01,1
1.14,61.7,3824,6.7,6.67,4.13,3
0.94,60.4,3825,6.34,6.37,3.84,1
1.08,62.7,3825,6.63,6.57,4.14,1
0.91,60.2,3826,6.31,6.34,3.81,3
1.01,63,3827,6.28,6.35,3.98,3
0.79,62.2,3827,5.9,5.97,3.69,1
0.79,62.2,3827,5.95,6.01,3.72,1
0.53,59.8,3827,5.22,5.28,3.14,2
0.77,61,3827,5.92,5.94,3.62,1
1.05,60.1,3828,6.58,6.66,3.98,1
0.91,59.3,3828,6.28,6.33,3.74,2
0.86,61.8,3828,6.1,6.13,3.78,1
0.93,59.5,3828,6.37,6.33,3.78,3
0.77,62.8,3829,5.84,5.78,3.65,1
0.91,63,3830,6.14,6.2,3.89,1
1.14,62.2,3830,6.72,6.64,4.16,2
0.9,63.2,3830,6.15,6.12,3.88,1
0.7,62.4,3830,5.63,5.71,3.54,3
0.9,63.4,3830,6.14,6.1,3.88,3
1,55.2,3830,6.69,6.64,3.68,2
1.2,60.9,3830,6.91,6.81,4.18,2
0.9,61.7,3830,6.18,6.11,3.79,1
1,62.6,3830,6.4,6.34,3.99,2
0.95,59.7,3830,6.35,6.27,3.77,1
1.06,62.6,3831,6.47,6.51,4.06,3
0.8,63.2,3831,5.88,5.93,3.73,1
0.74,60.7,3831,5.9,5.88,3.58,1
0.71,62.5,3831,5.67,5.62,3.53,1
1.04,62.1,3832,6.5,6.52,4.04,2
1.01,62,3832,6.43,6.47,4,2
0.63,61.2,3832,5.55,5.6,3.41,2
0.76,60.6,3833,5.85,5.94,3.57,1
1.01,61.4,3833,6.42,6.45,3.95,2
1,68.2,3833,6.02,5.94,4.08,1
1.17,59.2,3833,6.91,6.84,4.07,2
1,68.9,3833,6.16,6.11,4.23,1
1.23,61.9,3835,6.79,6.85,4.22,2
1,62,3835,6.36,6.45,3.97,3
1,65.2,3836,6.21,6.27,4.07,2
0.91,63.9,3837,6.06,6.09,3.88,2
0.77,61.1,3837,5.93,5.96,3.63,2
0.83,62.3,3837,5.98,6.02,3.74,1
0.91,66.8,3837,5.95,5.97,3.98,3
1.01,65.2,3837,6.33,6.24,4.1,3
1.01,59.2,3837,6.5,6.47,0,3
0.93,59.3,3838,6.33,6.39,3.77,2
1.02,62.8,3838,6.36,6.32,3.98,1
0.71,61,3838,5.76,5.81,3.53,2
1.02,65.3,3838,6.28,6.22,4.08,1
1.12,64.3,3838,6.59,6.56,4.23,2
1.12,61,3838,6.7,6.64,4.07,1
1.02,61.4,3838,6.47,6.42,3.96,2
0.9,63,3838,6.09,6,3.81,2
0.81,62.8,3839,5.9,5.95,3.72,1
1.02,57.5,3839,6.6,6.62,3.8,2
0.93,64.5,3839,6.11,6.14,3.95,2
0.7,62.3,3840,5.64,5.68,3.53,2
0.9,61.3,3841,6.14,6.17,3.77,1
0.9,62,3841,6.14,6.18,3.82,1
0.9,62.7,3841,6.1,6.14,3.84,1
0.9,62.6,3841,6.16,6.23,3.88,1
0.9,59,3841,6.29,6.25,3.7,1
0.83,61.6,3841,6.04,6.07,3.73,3
0.9,59.8,3842,6.32,6.28,3.77,1
0.9,62.8,3842,6.11,6.15,3.85,3
0.74,61.4,3842,5.83,5.86,3.59,3
1.06,58.7,3842,6.65,6.71,3.92,2
1.02,58.9,3842,6.59,6.54,3.87,2
0.91,61.5,3842,6.24,6.19,3.82,1
0.92,60.3,3843,6.29,6.38,3.82,2
0.9,62.6,3844,6.09,6.15,3.83,2
1.04,57.4,3844,6.76,6.72,3.87,3
0.91,60.8,3844,6.28,6.22,3.81,1
0.93,62,3844,6.32,6.29,3.91,2
0.74,61.7,3845,5.79,5.87,3.6,3
0.91,59.1,3845,6.36,6.3,3.74,3
0.91,60.8,3845,6.28,6.25,3.81,3
1.11,63.6,3846,6.48,6.57,4.15,3
0.83,63.4,3846,5.96,5.99,3.79,2
0.91,61.6,3846,6.14,6.1,3.77,1
1.01,61.7,3846,6.46,6.41,3.97,3
1.08,63.4,3847,6.53,6.5,4.13,3
0.9,64.6,3847,6.04,6.01,3.89,2
1.06,61.5,3847,6.59,6.55,4.04,2
0.91,62.7,3848,6.17,6.21,3.88,2
0.91,62.3,3848,6.14,6.22,3.85,2
0.91,63.8,3848,6.04,6.09,3.87,2
0.9,63.6,3848,6.08,6.12,3.88,3
1.08,61.9,3849,6.58,6.61,4.08,2
0.72,61.9,3849,5.72,5.75,3.55,1
1,63.8,3850,6.28,6.32,4.02,2
1,63.4,3850,6.29,6.33,4,2
1,60.2,3850,6.44,6.48,3.89,2
1,61.2,3850,6.38,6.42,3.92,2
0.6,62.3,3850,5.38,5.4,3.36,2
0.9,62.9,3850,6.06,6.02,3.8,1
1.01,61.9,3852,6.43,6.46,3.99,1
1.01,63.7,3852,6.31,6.35,4.03,1
1.01,62.8,3852,6.3,6.34,3.97,1
1.01,63.4,3852,6.32,6.37,4.02,1
0.81,62,3852,5.97,6,3.71,2
1.01,58.8,3853,6.57,6.63,3.88,3
0.91,63.1,3853,6.16,6.13,3.88,2
0.91,59.6,3853,6.29,6.25,3.74,2
1,61.7,3853,6.42,6.35,3.94,3
0.92,62.1,3854,6.21,6.26,3.87,3
0.92,61.8,3854,6.19,6.23,3.84,3
0.9,61.7,3854,6.19,6.22,3.83,3
1.11,59.3,3854,6.8,6.76,4.02,2
0.91,60.6,3854,6.3,6.26,3.81,2
0.92,60.5,3854,6.3,6.29,3.81,2
0.91,58.2,3855,6.36,6.4,3.71,2
0.91,64.4,3855,6.08,6.04,3.9,2
0.73,62.2,3856,5.72,5.75,3.57,2
0.71,61.3,3856,5.7,5.81,3.53,2
0.93,62.5,3856,6.23,6.29,3.91,2
1.01,64.7,3856,6.14,6.23,4,1
1.02,61.2,3856,6.51,6.46,3.97,2
1.02,63,3856,6.44,6.39,4.04,3
1.02,62.8,3856,6.46,6.43,4.05,3
1.02,61.8,3856,6.5,6.44,4,3
1.02,62,3856,6.45,6.42,3.99,2
1.02,63.6,3856,6.4,6.37,4.06,2
1.02,60.7,3856,6.57,6.54,3.98,2
0.9,60.4,3856,6.24,6.21,3.76,1
0.9,61.6,3856,6.26,6.18,3.83,1
1.01,59.4,3857,6.49,6.51,3.86,1
1.02,62.5,3857,6.37,6.43,4,3
1,63.5,3858,6.37,6.32,4.03,3
1,60.2,3858,6.53,6.45,3.91,3
1,56.7,3858,6.62,6.58,3.74,3
0.74,61.8,3858,5.79,5.82,3.59,2
1,62.6,3858,6.39,6.35,3.99,2
1,61.7,3858,6.36,6.32,3.91,3
0.96,61.7,3858,6.35,6.3,3.9,1
1,59.8,3858,6.58,6.43,3.9,3
1,59.3,3858,6.49,6.43,3.83,3
1,60.4,3858,6.47,6.44,3.9,3
1,59.4,3858,6.36,6.29,3.76,3
0.9,63.9,3859,5.97,6.01,3.83,1
0.8,61.2,3860,5.98,6.01,3.67,3
1,59.7,3860,6.43,6.5,3.86,1
1.04,62.1,3861,6.46,6.52,4.03,2
1.08,64.9,3861,6.43,6.39,4.16,1
1.04,62.2,3861,6.57,6.49,4.06,1
1.14,60.4,3861,6.8,6.74,4.09,3
0.79,62.2,3861,5.97,5.9,3.69,1
0.94,59,3862,6.34,6.41,3.76,2
1.21,69.6,3862,6.49,6.42,4.49,2
1.21,65.6,3862,6.69,6.59,4.36,2
0.9,62.9,3863,6.18,6.22,3.9,1
0.9,63.6,3863,6.08,6.12,3.88,1
0.91,61.9,3863,6.19,6.22,3.85,3
1,61,3864,6.31,6.27,3.84,2
0.78,62.2,3864,5.87,5.97,3.68,2
1.12,60.9,3864,6.66,6.6,4.04,1
0.76,61.6,3864,5.85,5.9,3.62,1
1.12,60.9,3864,6.65,6.59,4.03,1
1,65.5,3864,6.2,6.16,4.05,3
1,59.6,3864,6.4,6.36,3.8,3
1.19,60.3,3864,6.93,6.83,4.15,2
0.92,59.3,3864,6.36,6.29,3.75,3
1.5,63.7,3864,7.29,7.18,4.62,3
1.17,57.4,3866,7.02,6.95,4.01,2
0.9,62.9,3867,6.13,6.18,3.87,2
0.9,62.4,3867,6.14,6.19,3.85,2
0.9,62.3,3868,6.12,6.17,3.83,1
1.01,64.5,3869,6.27,6.23,4.03,2
1.01,65.3,3869,6.23,6.18,4.05,2
1.01,62.1,3869,6.47,6.37,3.99,2
1.01,62.8,3869,6.43,6.34,4.01,2
0.94,62.6,3869,6.27,6.25,3.92,3
0.85,60.2,3871,6.09,6.14,3.68,1
1.2,62.3,3871,6.78,6.71,4.2,1
1.01,62.2,3871,6.34,6.3,3.93,1
0.96,62.1,3871,6.32,6.27,3.91,1
0.9,62.3,3871,6.17,6.23,3.86,2
0.96,63.7,3871,6.24,6.19,3.96,3
1.01,64.7,3871,6.31,6.27,4.07,2
0.96,59.2,3871,6.42,6.36,3.78,2
0.9,63.4,3872,6.09,6.12,3.87,2
1.1,61.9,3872,6.59,6.63,4.09,1
0.74,62.1,3872,5.8,5.82,3.61,1
0.9,59.4,3872,6.31,6.35,3.76,1
0.89,61.8,3872,6.15,6.19,3.81,1
0.92,62.8,3873,6.19,6.23,3.9,3
0.98,62.6,3873,6.35,6.39,3.99,2
0.87,59.9,3873,6.2,6.16,3.7,2
0.72,62,3874,5.74,5.77,3.57,1
1.12,60.3,3874,6.73,6.8,4.08,1
1.01,61.1,3874,6.5,6.46,3.96,2
1,63.2,3874,6.24,6.29,3.96,2
1.02,58.7,3875,6.49,6.46,3.8,3
0.9,65.2,3875,6.01,5.98,3.91,1
0.96,60.6,3876,6.4,6.47,3.9,2
0.91,62.8,3876,6.1,6.16,3.85,1
1.03,65.3,3876,6.3,6.25,4.1,1
1.03,61.7,3876,6.49,6.45,3.99,1
1,60.7,3877,6.49,6.52,3.95,3
0.92,59.4,3877,6.39,6.28,3.76,2
0.71,60.4,3877,5.73,5.69,3.45,2
0.9,61.2,3878,6.14,6.21,3.78,2
0.9,61.6,3878,6.1,6.14,3.77,2
0.9,63,3878,6.05,6.14,3.84,2
0.9,62.8,3878,6.13,6.17,3.86,2
1,63.9,3878,6.25,6.33,4.02,2
1,60.5,3878,6.4,6.46,3.89,2
0.95,60,3878,6.39,6.37,3.83,2
0.91,60.1,3879,6.3,6.35,3.8,3
1.02,63.1,3879,6.35,6.4,4.02,3
0.75,62.2,3879,5.78,5.82,3.61,1
0.9,61,3879,6.17,6.12,3.75,1
0.9,60.2,3879,6.27,6.23,3.76,1
0.74,61.5,3879,5.85,5.82,3.59,3
0.9,62,3880,6.12,6.18,3.81,2
0.9,62.4,3880,6.04,6.13,3.8,2
0.9,62.1,3880,6.14,6.2,3.83,2
0.9,61.6,3880,6.18,6.25,3.83,2
0.93,60.8,3880,6.24,6.3,3.81,2
1.2,59.6,3880,6.9,6.95,4.13,3
1.12,63.7,3880,6.5,6.54,4.15,3
1,63.3,3880,6.3,6.36,4.01,1
0.71,61.8,3880,5.72,5.74,3.54,3
0.82,61.9,3880,5.99,6.03,3.72,1
0.73,61.2,3880,5.86,5.8,3.57,3
1.26,64.9,3881,6.7,6.62,4.32,2
0.9,63.6,3881,6.12,6.07,3.88,3
0.9,62.5,3881,6.11,6.08,3.81,3
0.9,62.6,3881,6.14,6.1,3.83,3
0.9,63.2,3881,6.13,6.09,3.86,3
0.9,63.1,3881,6.18,6.12,3.88,3
1,59.4,3881,6.55,6.52,3.88,3
1.05,57.8,3881,6.74,6.67,3.88,3
1,60.9,3881,6.47,6.43,3.93,2
0.9,63.6,3881,6.11,6.09,3.88,2
0.9,62.4,3881,6.23,6.15,3.86,3
0.91,62.7,3881,6.1,6.03,3.8,2
0.91,59.2,3881,6.2,6.14,3.65,2
1,59.4,3881,6.55,6.52,3.88,3
1.11,63.7,3882,6.57,6.53,4.17,2
1.09,61.6,3882,6.69,6.62,4.1,3
1.13,58.3,3883,6.83,6.78,3.97,2
1.29,63.5,3884,6.89,6.87,4.37,3
0.91,62.6,3884,6.16,6.21,3.87,1
0.91,62.2,3884,6.12,6.17,3.82,1
0.9,58.1,3884,6.26,6.28,3.64,1
1.02,63.7,3884,6.28,6.24,3.99,2
0.8,62.4,3884,5.92,5.88,3.68,3
0.8,61.6,3884,5.99,5.95,3.68,3
0.95,62.2,3884,6.29,6.22,3.89,2
0.97,61.7,3884,6.37,6.32,3.92,3
1.01,61.8,3885,6.34,6.37,3.93,2
0.91,62.2,3885,6.18,6.23,3.86,3
1.01,62.5,3886,6.31,6.37,3.96,3
1.01,62.7,3886,6.28,6.38,3.97,3
0.94,62,3886,6.23,6.29,3.88,1
1.05,62.2,3886,6.51,6.44,4.03,1
1.18,61.5,3886,6.88,6.73,4.19,2
1.01,59.6,3886,6.54,6.49,3.88,3
0.91,61.6,3887,6.19,6.21,3.82,2
0.7,61.5,3887,5.65,5.7,3.49,3
1.01,60.6,3888,6.38,6.45,3.89,2
1.01,62.8,3888,6.37,6.4,4.01,2
1.01,62.1,3888,6.38,6.44,3.98,2
1.01,63.9,3888,6.32,6.35,4.05,2
1.01,60.3,3888,6.51,6.53,3.93,2
1.01,62,3888,6.36,6.51,3.99,2
0.73,61.9,3888,5.74,5.79,3.58,3
0.74,62.2,3888,5.79,5.82,3.61,1
0.91,61.2,3889,6.25,6.21,3.81,2
1,63.7,3889,6.32,6.27,4.01,1
1,56.9,3889,6.54,6.49,3.71,1
1.12,61.4,3889,6.69,6.66,4.1,2
0.3,63.4,574,4.29,4.26,2.71,2
0.3,62.9,574,4.29,4.26,2.69,2
0.3,62.4,574,4.28,4.25,2.66,2
0.3,62.2,574,4.3,4.25,2.66,2
0.3,61,574,4.31,4.25,2.61,2
0.3,61.2,574,4.33,4.3,2.64,2
0.33,57.3,574,4.6,4.62,2.64,1
0.25,59,575,4.1,4.14,2.43,3
0.25,59.4,575,4.1,4.12,2.44,3
0.25,61.8,575,4.05,4.07,2.51,3
0.25,61,575,4.02,4.05,2.46,3
0.25,60.4,575,4.09,4.12,2.48,3
0.25,63.2,575,3.99,4.01,2.53,3
0.27,58.6,575,4.27,4.3,2.51,1
0.25,60.2,575,4.07,4.14,2.47,1
0.25,62.7,575,4.01,4.03,2.52,1
0.27,61.9,575,4.1,4.14,2.55,1
0.25,59.8,575,4.07,4.09,2.44,1
0.25,62.1,575,4.03,4.06,2.51,1
0.25,63,575,4,4.06,2.54,1
0.25,60.9,575,4.03,4.11,2.48,1
0.25,61.9,575,3.99,4.02,2.48,1
0.25,63.4,575,3.97,4.01,2.53,1
0.25,63,575,4,4.03,2.53,1
0.25,60.5,575,4.06,4.1,2.47,1
0.25,58.8,575,4.11,4.16,2.43,2
0.27,64.6,575,4.04,4.1,2.63,2
0.25,61.3,575,4.07,4.12,2.51,2
0.25,59.7,575,4.13,4.14,2.47,1
0.25,60.7,575,4.07,4.1,2.48,1
0.9,60.8,3890,6.18,6.22,3.77,2
1.09,61.9,3890,6.54,6.58,4.06,2
0.8,61,3890,6,6.03,3.67,1
0.9,64.3,3890,6.02,6.04,3.88,2
0.92,63.3,3891,6.12,6.18,3.89,2
0.91,63.4,3891,6.11,6.06,3.86,1
1.1,65.5,3891,6.45,6.37,4.2,1
1.02,62.3,3892,6.41,6.38,4,1
1.03,65,3892,6.3,6.32,4.1,2
1.03,57.4,3892,6.67,6.71,3.84,2
0.9,61.1,3893,6.23,6.3,3.83,3
0.9,61.3,3893,6.13,6.18,3.77,3
1.03,62.3,3893,6.51,6.45,4.04,3
0.91,66.1,3893,5.99,6.03,3.97,3
0.9,60.2,3894,6.24,6.29,3.77,1
1.18,62.5,3894,6.62,6.75,4.18,1
1,64.3,3894,6.29,6.34,4.06,2
0.9,63.4,3894,6.19,6.11,3.9,1
0.76,60.6,3894,5.95,5.89,3.59,2
0.98,61.1,3895,6.31,6.36,3.87,1
1.01,64.5,3895,6.24,6.31,4.05,1
1.01,61.5,3895,6.33,6.38,3.91,3
0.9,61.3,3895,6.13,6.17,3.77,1
0.92,60.9,3895,6.28,6.27,3.82,2
0.93,63.4,3896,6.19,6.24,3.94,3
0.72,60.9,3896,5.79,5.86,3.55,2
1.24,60,3896,6.94,6.88,4.15,1
1.04,60.6,3896,6.6,6.56,3.99,1
1.01,63,3897,6.35,6.28,3.98,3
1.01,58.3,3897,6.56,6.55,3.82,3
1.01,60,3897,6.47,6.41,3.86,3
1.01,63.7,3897,6.37,6.29,4.02,3
1.01,63.5,3897,6.38,6.35,4.04,3
1.01,62.7,3897,6.46,6.39,4.03,3
1.01,64.3,3897,6.32,6.25,4.04,3
0.78,61.5,3898,5.86,5.92,3.62,1
0.9,63.4,3898,6.06,6.12,3.86,3
0.9,62.4,3898,6.17,6.21,3.86,3
0.91,62.8,3898,6.16,6.13,3.86,1
1.05,60.1,3898,6.66,6.58,3.98,1
1.13,62.5,3898,6.68,6.63,4.16,1
0.91,60.8,3898,6.29,6.25,3.81,1
0.91,61.5,3898,6.23,6.2,3.82,1
1.05,63.7,3898,6.41,6.37,4.07,1
1.01,62.1,3899,6.39,6.42,3.98,2
1.18,57,3899,6.96,6.91,3.98,2
0.73,62.7,3900,5.76,5.72,3.6,3
1.11,62,3901,6.57,6.62,4.09,3
0.7,62.6,3901,5.65,5.7,3.55,1
1.06,62.6,3901,6.51,6.47,4.06,3
1.29,58.6,3901,7.18,7.12,4.19,1
0.9,62.6,3902,6.1,6.16,3.84,1
0.9,61.1,3902,6.12,6.26,3.78,1
1.04,60,3902,6.59,6.52,3.93,2
0.9,64.1,3902,6,6.05,3.86,2
0.72,61.2,3903,5.75,5.79,3.53,1
1.03,60.2,3903,6.53,6.59,3.95,3
1.01,57.9,3903,6.64,6.59,3.83,2
1.01,61.1,3903,6.48,6.44,3.95,3
0.82,61.9,3903,6.01,5.98,3.71,1
1.02,60.7,3904,6.56,6.51,3.97,1
1.01,62.2,3905,6.37,6.4,3.97,3
1.23,61.9,3905,6.85,6.79,4.22,2
1,63.7,3906,6.32,6.36,4.04,3
1,62.4,3906,6.31,6.35,3.95,3
1,61.9,3906,6.39,6.44,3.97,3
1.01,62.8,3906,6.34,6.37,3.99,3
0.91,62.1,3906,6.2,6.23,3.86,2
1,64.2,3906,6.25,6.27,4.02,1
0.71,57.9,3907,5.88,5.96,3.43,1
0.95,58.9,3907,6.45,6.41,3.79,1
0.9,61.6,3908,6.2,6.22,3.82,2
1.24,63.3,3908,6.83,6.75,4.29,3
0.9,60.8,3909,6.2,6.24,3.78,1
0.71,61.5,3909,5.74,5.78,3.54,1
1.02,63.8,3909,6.43,6.33,4.07,2
1.02,57.5,3909,6.62,6.6,3.8,2
0.9,59,3910,6.25,6.29,3.7,1
0.91,60.8,3910,6.26,6.31,3.82,2
0.92,62,3910,6.26,6.19,3.86,3
0.77,60.4,3911,5.94,6.01,3.61,1
0.91,61.5,3911,6.19,6.24,3.82,1
0.91,63.4,3911,6.12,6.15,3.89,2
0.97,58,3911,6.56,6.48,3.79,2
1.02,62.7,3913,6.43,6.4,4.02,2
0.73,61.6,3913,5.76,5.79,3.56,1
0.8,61.3,3913,5.98,6,3.67,3
0.81,61.9,3913,5.98,6.01,3.71,1
1.18,62.8,3913,6.78,6.69,4.23,3
1.39,62.6,3914,7.1,7.15,4.46,2
1.04,61.6,3914,6.52,6.45,3.99,1
1.02,62.1,3915,6.4,6.45,3.99,2
0.66,61.3,3915,5.59,5.63,3.44,2
0.94,61.1,3915,6.29,6.34,3.86,1
1,62.9,3915,6.36,6.32,3.99,2
0.92,59.6,3916,6.32,6.29,3.76,2
1.01,57.9,3916,6.51,6.55,3.78,1
1.11,63.6,3916,6.57,6.48,4.15,3
0.92,63.9,3916,6.14,6.09,3.91,2
0.92,59.4,3916,6.34,6.31,3.76,1
0.77,60.6,3917,5.89,5.92,3.58,3
0.9,60.3,3917,6.27,6.2,3.76,1
1.1,63.7,3918,6.48,6.45,4.12,3
0.9,62.9,3918,6.02,6.06,3.8,1
0.9,63.5,3918,6.08,6.17,3.89,2
0.95,61.2,3918,6.33,6.37,3.89,2
1.1,62.1,3918,6.68,6.56,4.12,3
1,62.7,3918,6.32,6.27,3.95,2
0.9,62.6,3919,6.09,6.14,3.83,1
0.9,63.1,3919,6.12,6.08,3.85,2
0.9,64,3919,6.11,6.07,3.9,2
0.9,62.3,3919,6.18,6.09,3.82,2
1,60.2,3920,6.48,6.44,3.89,2
1.01,62.8,3920,6.4,6.36,4.01,3
0.92,63.8,3920,6.12,6.17,3.92,3
1,56.4,3920,6.58,6.55,3.7,2
1,62.9,3920,6.27,6.23,3.93,2
1,63.3,3920,6.38,6.29,4.01,1
1,61.3,3920,6.45,6.41,3.94,2
1,61.2,3920,6.42,6.38,3.92,2
1,63.4,3920,6.33,6.29,4,2
1,63.8,3920,6.32,6.28,4.02,2
1,58.1,3920,6.63,6.51,3.82,3
1,63.7,3920,6.33,6.27,4.01,2
1,61.5,3920,6.41,6.38,3.93,3
0.7,61.5,3920,5.78,5.64,3.51,2
1,58.7,3920,6.55,6.51,3.83,3
0.51,65.4,3920,4.98,4.9,3.23,3
0.91,59.6,3921,6.25,6.29,3.74,2
0.91,63.1,3921,6.13,6.16,3.88,2
1.03,61.9,3921,6.45,6.5,4.01,3
0.9,60.2,3921,6.16,6.2,3.72,1
0.88,60.7,3921,6.28,6.22,3.79,3
0.74,61.7,3922,5.8,5.83,3.59,1
1.03,62.6,3922,6.45,6.43,4.03,3
0.78,61.5,3923,5.92,5.95,3.65,2
1.01,63,3923,6.38,6.32,4,1
0.81,61.6,3923,5.99,6.02,3.7,1
1.01,63.7,3923,6.35,6.31,4.03,1
0.92,56,3924,6.53,6.51,3.65,2
0.91,63.7,3924,6.1,6.12,3.89,2
0.9,60.4,3924,6.21,6.24,3.76,1
0.85,59.3,3924,6.19,6.22,3.68,1
0.9,61.6,3924,6.18,6.26,3.83,1
1.04,63.2,3924,6.35,6.39,4.03,3
0.91,63.7,3924,6.17,6.1,3.91,3
0.91,63.7,3924,6.09,6.02,3.86,3
1.03,62.2,3925,6.46,6.5,4.03,2
1.18,62.9,3925,6.77,6.7,4.24,2
1.01,62.8,3926,6.4,6.44,4.03,3
1.01,65.7,3926,6.17,6.19,4.06,2
1.02,60.4,3927,6.52,6.56,3.95,2
1.02,61.6,3927,6.47,6.51,4,2
1.02,62.4,3927,6.37,6.42,3.99,2
1.02,62.9,3927,6.36,6.42,4.02,2
0.76,62,3927,5.86,5.88,3.64,1
1.01,59.4,3928,6.51,6.49,3.86,1
1.03,63.7,3929,6.28,6.35,4.02,1
1,59.2,3929,6.47,6.5,3.84,3
0.8,60.9,3930,6.01,6.05,3.67,1
0.9,64.7,3931,6.09,6.03,3.92,3
0.9,58.3,3931,6.32,6.28,3.67,2
0.9,57.8,3931,6.42,6.38,3.7,1
0.9,61.6,3931,6.24,6.17,3.82,1
0.9,57.5,3931,6.3,6.25,3.61,2
1.04,61.1,3931,6.57,6.52,4,3
0.9,61,3931,6.29,6.17,3.8,1
0.9,62.2,3931,6.2,6.14,3.84,1
1.08,59.9,3931,6.75,6.66,4.01,3
1.2,62.5,3931,6.8,6.7,4.22,2
1.01,64,3932,6.28,6.34,4.04,2
0.92,62.4,3932,6.17,6.14,3.84,2
1.06,61.3,3932,6.55,6.6,4.03,3
0.9,62.6,3933,6.14,6.19,3.86,2
0.93,62.5,3933,6.15,6.28,3.87,1
0.83,61.5,3933,6.09,6.07,3.74,2
0.9,60.8,3933,6.14,6.17,3.74,1
0.81,61.5,3933,6.01,5.96,3.68,3
0.81,61.9,3935,5.97,6.02,3.71,1
1.06,62.3,3936,6.54,6.49,4.06,1
0.91,61.4,3936,6.19,6.23,3.81,3
0.91,62.4,3936,6.11,6.14,3.82,1
0.9,61.7,3936,6.19,6.13,3.8,3
0.84,62,3936,6.07,6.09,3.77,1
0.92,59,3936,6.31,6.36,3.74,2
1.02,62.1,3936,6.46,6.43,4,3
0.71,61.8,3936,5.71,5.68,3.52,1
0.73,60.9,3937,5.83,5.86,3.56,2
0.93,60.3,3937,6.39,6.25,3.81,2
0.94,62.6,3938,6.25,6.27,3.92,3
1.02,58.2,3940,6.49,6.57,3.8,2
1,57.4,3941,6.63,6.53,3.78,1
1,64,3941,6.3,6.26,4.02,1
0.93,61.9,3941,6.21,6.25,3.86,3
0.92,62.1,3941,6.26,6.2,3.87,1
0.92,62.1,3941,6.22,6.18,3.85,1
0.92,61.7,3941,6.27,6.18,3.84,1
0.92,62.1,3941,6.25,6.22,3.87,1
0.92,62.2,3941,6.24,6.2,3.87,1
1.12,61,3942,6.7,6.74,4.1,1
1.28,59.4,3942,7.11,7.04,4.2,2
1.1,61.9,3942,6.63,6.59,4.09,1
0.91,61,3943,6.24,6.16,3.78,2
1.01,61.6,3944,6.45,6.51,3.99,2
0.9,66.1,3945,5.98,5.92,3.93,2
1.01,62.7,3945,6.37,6.43,4.01,3
1.01,60.8,3945,6.32,6.38,3.86,3
1.01,62.5,3945,6.33,6.37,3.97,3
0.9,62.9,3945,6.11,6.17,3.86,1
0.96,62,3945,6.3,6.34,3.92,1
0.9,62.6,3945,6.15,6.18,3.86,1
1.03,61.8,3945,6.47,6.41,3.98,2
1.12,60.3,3945,6.8,6.73,4.08,1
0.9,62.9,3946,6.1,6.14,3.85,2
0.93,58.2,3946,6.41,6.48,3.75,2
1.02,63.6,3947,6.23,6.28,3.98,1
0.72,61.1,3947,5.78,5.81,3.54,1
0.74,61.5,3948,5.82,5.85,3.59,3
0.97,62.2,3948,6.34,6.29,3.94,2
0.76,62,3948,5.86,5.88,3.64,2
0.9,63.7,3948,6.06,6.09,3.87,1
1.01,61.1,3948,6.38,6.48,3.93,1
0.91,62.4,3949,6.2,6.17,3.86,2
0.7,61.3,3949,5.72,5.73,3.51,1
1,63.8,3949,6.23,6.31,4,1
0.9,63.1,3950,6.12,6.18,3.88,3
0.9,62.5,3950,6.08,6.11,3.81,3
0.9,62.6,3950,6.1,6.14,3.83,3
0.9,63.3,3950,6.09,6.11,3.86,3
0.9,62,3950,6.13,6.17,3.81,3
0.9,62.6,3950,6.16,6.2,3.87,3
0.9,57.5,3950,6.33,6.37,3.65,3
0.9,63.6,3950,6.07,6.12,3.88,3
0.9,61.7,3950,6.16,6.22,3.82,3
0.9,63.2,3950,6.09,6.13,3.86,3
0.9,61.8,3950,6.19,6.21,3.83,3
0.9,60.4,3950,6.23,6.29,3.78,3
0.9,57.6,3950,6.34,6.37,3.66,3
1.14,61.8,3950,6.62,6.74,4.13,2
0.9,63.7,3950,6.05,6.1,3.87,3
0.9,63.4,3950,6.09,6.12,3.87,3
0.9,62.5,3950,6.05,6.11,3.8,3
