x,depth,price,x,y,z,class
1.9,61,1810,6.04,6.1,1.89,0
1.14,61.1,1810,6.71,6.64,4.06,1
1.9,61.1,1810,6.05,6.01,1.88,0
1.7,61.4,1810,5.61,5.7,1.54,1
1.9,61.4,1810,6.04,6,1.88,1
1,55.1,1810,6.69,6.64,1.68,1
1.1,60.9,1810,6.9,6.8,4.08,1
1.9,60.7,1810,6.08,6,1.79,0
1,61.6,1810,6.4,6.14,1.99,1
1.95,59.7,1810,6.15,6.17,1.77,0
1.16,61.6,1810,6.47,6.5,4.06,1
1.8,61.1,1810,5.88,5.91,1.71,0
1.74,60.7,1810,5.9,5.88,1.58,0
1.7,61.5,1810,5.67,5.61,1.51,0
1.14,61,1811,6.5,6.51,4.04,1
1,61,1811,6.41,6.47,4,1
1.61,60.1,1811,5.55,5.6,1.4,1
1.76,60.6,1811,5.85,5.94,1.57,0
1,60.4,1811,6.41,6.45,1.95,1
1,68.1,1811,6.01,5.94,4.08,0
1.17,59.1,1811,6.9,6.84,4.07,1
1,68.9,1811,6.06,6,4.11,0
1.11,60.9,1815,6.79,6.85,4.11,1
1,61,1815,6.16,6.45,1.97,1
1,65.1,1816,6.1,6.17,4.07,1
1.9,61.9,1817,6.06,6.09,1.88,1
1.77,60,1817,5.91,5.96,1.61,1
1.81,61.1,1817,5.98,6.01,1.74,0
1.9,66.8,1817,5.95,5.97,1.98,1
1,65.1,1817,6.11,6.14,4,1
1,59.1,1817,6.5,6.47,0,1
1.91,59.1,1818,6.11,6.19,1.77,1
1.11,61.8,1818,6.16,6.11,1.98,0
1.7,60,1818,5.76,5.8,1.51,1
1.11,65.1,1818,6.18,6.11,4.08,0
1.11,64.1,1818,6.59,6.56,4.11,1
1.11,60,1818,6.7,6.64,4.07,0
1.11,60.4,1818,6.47,6.41,1.96,1
1.9,61,1818,6.09,6,1.8,1
1.8,61.8,1819,5.9,5.95,1.71,0
1.11,57.5,1819,6.6,6.61,1.8,1
1.91,64.5,1819,6,6.04,1.95,1
1.7,61.1,1840,5.64,5.68,1.51,1
1.9,60.1,1840,6.04,6.07,1.77,0
1.9,61,1840,6.04,6.08,1.81,0
1.9,61.7,1840,6,6.04,1.84,0
1.9,61.6,1840,6.06,6.11,1.88,0
1.9,59,1840,6.19,6.15,1.7,0
1.81,60.6,1840,6.04,6.07,1.71,1
1.9,59.8,1841,6.11,6.18,1.77,0
1.9,61.8,1841,6,6.05,1.85,1
1.74,60.4,1841,5.81,5.86,1.59,1
1.16,58.7,1841,6.65,6.7,1.91,1
1.11,58.9,1841,6.59,6.54,1.87,1
1.9,60.5,1841,6.14,6.09,1.81,0
1.91,60.1,1841,6.19,6.18,1.81,1
1.9,61.6,1844,6.09,6.05,1.81,1
1.14,57.4,1844,6.76,6.71,1.87,1
1.9,60.8,1844,6.18,6.11,1.8,0
1.91,61,1844,6.11,6.19,1.9,1
1.74,60.7,1845,5.79,5.87,1.6,1
1.9,59,1845,6.16,6.1,1.74,1
1.9,60.8,1845,6.18,6.15,1.8,1
1,61.6,1846,6.48,6.57,4.05,1
1.81,61.4,1846,5.96,5.99,1.79,1
1.9,60.6,1846,6.04,6,1.77,0
1,60.7,1846,6.46,6.4,1.97,1
1.18,61.4,1847,6.51,6.5,4.01,1
1.9,64.6,1847,6.04,6,1.89,1
1.16,60.5,1847,6.59,6.55,4.04,1
1.9,61.7,1848,6.07,6.1,1.88,1
1.9,61.1,1848,6.04,6.11,1.85,1
1.9,61.8,1848,6.04,6.09,1.87,1
1.9,61.6,1848,6.08,6.01,1.88,1
1.18,60.9,1849,6.58,6.6,4.08,1
1.71,60.9,1849,5.71,5.75,1.55,0
1,61.8,1850,6.18,6.11,4.01,1
1,61.4,1850,6.19,6.11,4,1
1,60.1,1850,6.44,6.48,1.89,1
1,60.1,1850,6.18,6.41,1.91,1
1.6,61.1,1850,5.18,5.4,1.16,1
1.9,61.9,1850,6.06,6.01,1.8,0
1,60.9,1851,6.41,6.46,1.99,0
1,61.7,1851,6.1,6.15,4.01,0
1,61.8,1851,6.1,6.14,1.97,0
1,61.4,1851,6.11,6.17,4.01,0
1.8,61,1851,5.97,6,1.7,1
1,58.8,1851,6.57,6.61,1.88,1
1.9,61,1851,6.06,6.01,1.88,1
1.9,59.6,1851,6.19,6.15,1.74,1
1,60.7,1851,6.41,6.15,1.94,1
1.91,61,1854,6.1,6.16,1.87,1
1.91,60.8,1854,6.09,6.11,1.84,1
1.9,60.7,1854,6.09,6.11,1.81,1
1,59.1,1854,6.8,6.76,4.01,1
1.9,60.6,1854,6.1,6.16,1.8,1
1.91,60.5,1854,6.1,6.19,1.8,1
1.9,58.1,1855,6.16,6.4,1.7,1
1.9,64.4,1855,6.08,6.04,1.9,1
1.71,61.1,1856,5.71,5.75,1.57,1
1.7,60.1,1856,5.7,5.8,1.51,1
1.91,61.5,1856,6.11,6.19,1.9,1
1,64.7,1856,6.04,6.11,4,0
1.11,60.1,1856,6.5,6.46,1.97,1
1.11,61,1856,6.44,6.19,4.04,1
1.11,61.8,1856,6.46,6.41,4.05,1
1.11,60.8,1856,6.5,6.44,4,1
1.11,61,1856,6.45,6.41,1.99,1
1.11,61.6,1856,6.4,6.17,4.06,1
1.11,60.7,1856,6.57,6.54,1.98,1
1.9,60.4,1856,6.14,6.1,1.76,0
1.9,60.6,1856,6.16,6.08,1.81,0
1,59.4,1857,6.49,6.5,1.86,0
1.11,61.5,1857,6.17,6.41,4,1
1,61.5,1858,6.17,6.11,4.01,1
1,60.1,1858,6.51,6.45,1.9,1
1,56.7,1858,6.61,6.58,1.74,1
1.74,60.8,1858,5.79,5.81,1.59,1
1,61.6,1858,6.19,6.15,1.99,1
1,60.7,1858,6.16,6.11,1.9,1
1.96,60.7,1858,6.15,6.1,1.9,0
1,59.8,1858,6.58,6.41,1.9,1
1,59.1,1858,6.49,6.41,1.81,1
1,60.4,1858,6.47,6.44,1.9,1
1,59.4,1858,6.16,6.19,1.76,1
1.9,61.9,1859,5.97,6,1.81,0
1.8,60.1,1860,5.98,6,1.67,1
1,59.7,1860,6.41,6.5,1.86,0
1.14,61,1860,6.46,6.51,4.01,1
1.18,64.9,1860,6.41,6.19,4.06,0
1.14,61.1,1860,6.57,6.49,4.06,0
1.14,60.4,1860,6.8,6.74,4.09,1
1.79,61.1,1860,5.97,5.9,1.69,0
1.94,59,1861,6.14,6.4,1.76,1
1.1,69.6,1861,6.49,6.41,4.49,1
1.1,65.6,1861,6.69,6.59,4.16,1
1.9,61.9,1861,6.08,6.11,1.9,0
1.9,61.6,1861,6.08,6.01,1.88,0
1.9,60.9,1861,6.09,6.11,1.85,1
1,60,1864,6.1,6.17,1.84,1
1.78,61.1,1864,5.87,5.97,1.68,1
1.11,60.9,1864,6.66,6.6,4.04,0
1.76,60.6,1864,5.85,5.9,1.61,0
1.11,60.9,1864,6.65,6.59,4.01,0
1,65.5,1864,6.1,6.06,4.05,1
1,59.6,1864,6.4,6.16,1.8,1
1.19,60.1,1864,6.91,6.81,4.05,1
1.91,59.1,1864,6.16,6.19,1.75,1
1.5,61.7,1864,7.19,7.08,4.61,1
1.17,57.4,1866,7.01,6.95,4,1
1.9,61.9,1867,6.01,6.08,1.87,1
1.9,61.4,1867,6.04,6.09,1.85,1
1.9,61.1,1868,6.01,6.07,1.81,0
1,64.5,1869,6.17,6.11,4.01,1
1,65.1,1869,6.11,6.08,4.05,1
1,61,1869,6.47,6.17,1.99,1
1,61.8,1869,6.41,6.14,4,1
1.94,61.6,1869,6.17,6.15,1.91,1
1.85,60.1,1870,6.09,6.04,1.68,0
1.1,61.1,1870,6.78,6.7,4.1,0
1,61.1,1870,6.14,6.1,1.91,0
1.96,61,1870,6.11,6.17,1.9,0
1.9,61.1,1870,6.07,6.11,1.86,1
1.96,61.7,1870,6.14,6.09,1.96,1
1,64.7,1870,6.1,6.17,4.07,1
1.96,59.1,1870,6.41,6.16,1.78,1
1.9,61.4,1871,6.09,6.01,1.87,1
1,60.9,1871,6.59,6.61,4.09,0
1.74,61,1871,5.8,5.81,1.6,0
1.9,59.4,1871,6.1,6.15,1.76,0
1.89,60.8,1871,6.05,6.09,1.8,0
1.91,61.8,1871,6.09,6.11,1.9,1
1.98,61.6,1871,6.15,6.19,1.99,1
1.87,59.9,1871,6.1,6.06,1.7,1
1.71,61,1874,5.74,5.77,1.57,0
1.11,60.1,1874,6.71,6.8,4.08,0
1,60,1874,6.5,6.46,1.96,1
1,61.1,1874,6.14,6.19,1.96,1
1.11,58.7,1875,6.49,6.46,1.8,1
1.9,65.1,1875,6,5.98,1.9,0
1.96,60.6,1876,6.4,6.47,1.9,1
1.9,61.8,1876,6,6.06,1.85,0
1.11,65.1,1876,6.1,6.15,4,0
1.11,60.7,1876,6.49,6.45,1.99,0
1,60.7,1877,6.49,6.51,1.95,1
1.91,59.4,1877,6.19,6.18,1.76,1
1.7,60.4,1877,5.71,5.69,1.45,1
1.9,60.1,1878,6.04,6.1,1.78,1
1.9,60.6,1878,6,6.04,1.77,1
1.9,61,1878,6.05,6.04,1.84,1
1.9,61.8,1878,6.01,6.07,1.86,1
1,61.9,1878,6.15,6.11,4.01,1
1,60.5,1878,6.4,6.46,1.89,1
1.95,60,1878,6.19,6.17,1.81,1
1.9,60,1879,6.1,6.15,1.8,1
1.11,61,1879,6.15,6.4,4.01,1
1.75,61.1,1879,5.78,5.81,1.6,0
1.9,60,1879,6.07,6.01,1.75,0
1.9,60.1,1879,6.17,6.11,1.76,0
1.74,60.5,1879,5.85,5.81,1.59,1
1.9,61,1880,6.01,6.08,1.8,1
1.9,61.4,1880,6.04,6.01,1.8,1
1.9,61,1880,6.04,6.1,1.81,1
1.9,60.6,1880,6.08,6.15,1.81,1
1.91,60.8,1880,6.14,6.1,1.8,1
1.1,59.6,1880,6.9,6.95,4.01,1
1.11,61.7,1880,6.5,6.54,4.05,1
1,61.1,1880,6.1,6.16,4,0
1.7,60.8,1880,5.71,5.74,1.54,1
1.81,60.9,1880,5.99,6.01,1.71,0
1.71,60.1,1880,5.86,5.8,1.57,1
1.16,64.9,1880,6.7,6.61,4.11,1
1.9,61.6,1880,6.01,6.07,1.88,1
1.9,61.5,1880,6,6.08,1.8,1
1.9,61.6,1880,6.04,6,1.81,1
1.9,61.1,1880,6.01,6.09,1.86,1
1.9,61,1880,6.08,6.01,1.88,1
1,59.4,1880,6.55,6.51,1.88,1
1.15,57.8,1880,6.74,6.67,1.88,1
1,60.9,1880,6.47,6.41,1.91,1
1.9,61.6,1880,6,6.09,1.88,1
1.9,61.4,1880,6.11,6.05,1.86,1
1.9,61.7,1880,6,6.01,1.8,1
1.9,59.1,1880,6.1,6.04,1.65,1
1,59.4,1880,6.55,6.51,1.88,1
1,61.7,1881,6.57,6.51,4.07,1
1.19,60.6,1881,6.69,6.61,4,1
1.11,58.1,1881,6.81,6.78,1.97,1
1.19,61.5,1884,6.89,6.87,4.17,1
1.9,61.6,1884,6.06,6.1,1.87,0
1.9,61.1,1884,6.01,6.07,1.81,0
1.9,58,1884,6.16,6.18,1.64,0
1.11,61.7,1884,6.18,6.14,1.99,1
1.8,61.4,1884,5.91,5.88,1.68,1
1.8,60.6,1884,5.99,5.95,1.68,1
1.95,61.1,1884,6.19,6.11,1.89,1
1.97,60.7,1884,6.17,6.11,1.91,1
1,60.8,1885,6.14,6.17,1.91,1
1.9,61.1,1885,6.08,6.11,1.86,1
1,61.5,1886,6.1,6.17,1.96,1
1,61.7,1886,6.18,6.18,1.97,1
1.94,61,1886,6.11,6.19,1.88,0
1.15,61.1,1886,6.5,6.44,4.01,0
1.18,60.5,1886,6.88,6.71,4.09,1
1,59.6,1886,6.54,6.49,1.88,1
1.9,60.6,1887,6.09,6.1,1.81,1
1.7,60.5,1887,5.65,5.7,1.49,1
1,60.6,1888,6.18,6.45,1.89,1
1,61.8,1888,6.17,6.4,4,1
1,61,1888,6.18,6.44,1.98,1
1,61.9,1888,6.11,6.15,4.05,1
1,60.1,1888,6.5,6.51,1.91,1
1,61,1888,6.16,6.5,1.99,1
1.71,60.9,1888,5.74,5.79,1.58,1
1.74,61.1,1888,5.79,5.81,1.6,0
1.9,60.1,1889,6.15,6.1,1.8,1
1,61.7,1889,6.11,6.17,4,0
1,56.9,1889,6.54,6.49,1.7,0
1.11,60.4,1889,6.69,6.66,4,1
1.1,61.4,574,4.19,4.16,1.7,1
1.1,61.9,574,4.19,4.16,1.69,1
1.1,61.4,574,4.18,4.15,1.66,1
1.1,61.1,574,4.1,4.15,1.66,1
1.1,60,574,4.1,4.15,1.6,1
1.1,60.1,574,4.11,4.1,1.64,1
1.11,57.1,574,4.6,4.61,1.64,0
1.15,59,575,4,4.04,1.41,1
1.15,59.4,575,4,4.01,1.44,1
1.15,60.8,575,4.05,4.07,1.5,1
1.15,60,575,4.01,4.05,1.46,1
1.15,60.4,575,4.09,4.01,1.48,1
1.15,61.1,575,1.99,4,1.51,1
1.17,58.6,575,4.17,4.1,1.5,0
1.15,60.1,575,4.07,4.04,1.47,0
1.15,61.7,575,4,4.01,1.51,0
1.17,60.9,575,4,4.04,1.55,0
1.15,59.8,575,4.07,4.09,1.44,0
1.15,61,575,4.01,4.06,1.5,0
1.15,61,575,4,4.06,1.54,0
1.15,60.9,575,4.01,4,1.48,0
1.15,60.9,575,1.99,4.01,1.48,0
1.15,61.4,575,1.97,4,1.51,0
1.15,61,575,4,4.01,1.51,0
1.15,60.5,575,4.06,4,1.47,0
1.15,58.8,575,4,4.06,1.41,1
1.17,64.6,575,4.04,4,1.61,1
1.15,60.1,575,4.07,4.01,1.5,1
1.15,59.7,575,4.01,4.04,1.47,0
1.15,60.7,575,4.07,4,1.48,0
1.9,60.8,1890,6.08,6.11,1.77,1
1.19,60.9,1890,6.54,6.58,4.06,1
1.8,60,1890,6,6.01,1.67,0
1.9,64.1,1890,6.01,6.04,1.88,1
1.91,61.1,1890,6.01,6.08,1.89,1
1.9,61.4,1890,6,6.06,1.86,0
1,65.5,1890,6.45,6.17,4.1,0
1.11,61.1,1891,6.4,6.18,4,0
1.11,65,1891,6.1,6.11,4,1
1.11,57.4,1891,6.67,6.7,1.84,1
1.9,60,1891,6.11,6.1,1.81,1
1.9,60.1,1891,6.01,6.08,1.77,1
1.11,61.1,1891,6.5,6.45,4.04,1
1.9,66,1891,5.99,6.01,1.97,1
1.9,60.1,1894,6.14,6.19,1.77,0
1.18,61.5,1894,6.61,6.75,4.08,0
1,64.1,1894,6.19,6.14,4.06,1
1.9,61.4,1894,6.09,6,1.9,0
1.76,60.6,1894,5.95,5.89,1.59,1
1.98,60,1895,6.1,6.16,1.87,0
1,64.5,1895,6.14,6.1,4.05,0
1,60.5,1895,6.11,6.18,1.9,1
1.9,60.1,1895,6.01,6.07,1.77,0
1.91,60.9,1895,6.18,6.17,1.81,1
1.91,61.4,1896,6.09,6.14,1.94,1
1.71,60.9,1896,5.79,5.86,1.55,1
1.14,60,1896,6.94,6.88,4.05,0
1.14,60.6,1896,6.6,6.56,1.99,0
1,61,1897,6.15,6.18,1.98,1
1,58.1,1897,6.56,6.55,1.81,1
1,60,1897,6.47,6.4,1.86,1
1,61.7,1897,6.17,6.19,4.01,1
1,61.5,1897,6.18,6.15,4.04,1
1,61.7,1897,6.46,6.19,4.01,1
1,64.1,1897,6.11,6.15,4.04,1
1.78,60.5,1898,5.86,5.91,1.61,0
1.9,61.4,1898,6.06,6.01,1.86,1
1.9,61.4,1898,6.07,6.1,1.86,1
1.9,61.8,1898,6.06,6.01,1.86,0
1.15,60,1898,6.66,6.58,1.98,0
1.11,61.5,1898,6.68,6.61,4.06,0
1.9,60.8,1898,6.19,6.15,1.8,0
1.9,60.5,1898,6.11,6.1,1.81,0
1.15,61.7,1898,6.4,6.17,4.07,0
1,61,1899,6.19,6.41,1.98,1
1.18,57,1899,6.96,6.9,1.98,1
1.71,61.7,1900,5.76,5.71,1.6,1
1,61,1900,6.57,6.61,4.09,1
1.7,61.6,1900,5.65,5.7,1.55,0
1.16,61.6,1900,6.5,6.47,4.06,1
1.19,58.6,1900,7.08,7.01,4.09,0
1.9,61.6,1901,6,6.06,1.84,0
1.9,60,1901,6.01,6.16,1.78,0
1.14,60,1901,6.59,6.51,1.91,1
1.9,64,1901,6,6.05,1.86,1
1.71,60.1,1901,5.75,5.79,1.51,0
1.11,60.1,1901,6.51,6.59,1.95,1
1,57.9,1901,6.64,6.59,1.81,1
1,60,1901,6.48,6.44,1.95,1
1.81,60.9,1901,6,5.98,1.7,0
1.11,60.7,1904,6.56,6.5,1.97,0
1,61.1,1905,6.17,6.4,1.97,1
1.11,60.9,1905,6.85,6.79,4.11,1
1,61.7,1906,6.11,6.16,4.04,1
1,61.4,1906,6.1,6.15,1.95,1
1,60.9,1906,6.19,6.44,1.97,1
1,61.8,1906,6.14,6.17,1.99,1
1.9,61,1906,6.1,6.11,1.86,1
1,64.1,1906,6.15,6.17,4.01,0
1.7,57.9,1907,5.88,5.96,1.41,0
1.95,58.9,1907,6.45,6.4,1.79,0
1.9,60.6,1908,6.1,6.11,1.81,1
1.14,61.1,1908,6.81,6.75,4.19,1
1.9,60.8,1909,6.1,6.14,1.78,0
1.7,60.5,1909,5.74,5.78,1.54,0
1.11,61.8,1909,6.41,6.11,4.07,1
1.11,57.5,1909,6.61,6.6,1.8,1
1.9,59,1900,6.15,6.19,1.7,0
1.9,60.8,1900,6.16,6.1,1.81,1
1.91,61,1900,6.16,6.09,1.86,1
1.77,60.4,1900,5.94,6,1.6,0
1.9,60.5,1900,6.09,6.14,1.81,0
1.9,61.4,1900,6.01,6.05,1.89,1
1.97,58,1900,6.56,6.48,1.79,1
1.11,61.7,1901,6.41,6.4,4.01,1
1.71,60.6,1901,5.76,5.79,1.56,0
1.8,60.1,1901,5.98,6,1.67,1
1.8,60.9,1901,5.98,6,1.7,0
1.18,61.8,1901,6.78,6.69,4.11,1
1.19,61.6,1904,7,7.05,4.46,1
1.14,60.6,1904,6.51,6.45,1.99,0
1.11,61,1905,6.4,6.45,1.99,1
1.66,60.1,1905,5.59,5.61,1.44,1
1.94,60,1905,6.19,6.14,1.86,0
1,61.9,1905,6.16,6.11,1.99,1
1.91,59.6,1906,6.11,6.19,1.76,1
1,57.9,1906,6.5,6.55,1.78,0
1,61.6,1906,6.57,6.48,4.05,1
1.91,61.9,1906,6.04,6.09,1.9,1
1.91,59.4,1906,6.14,6.1,1.76,0
1.77,60.6,1907,5.89,5.91,1.58,1
1.9,60.1,1907,6.17,6.1,1.76,0
1,61.7,1908,6.48,6.45,4.01,1
1.9,61.9,1908,6.01,6.06,1.8,0
1.9,61.5,1908,6.08,6.07,1.89,1
1.95,60.1,1908,6.11,6.17,1.89,1
1,61,1908,6.68,6.56,4.01,1
1,61.7,1908,6.11,6.17,1.95,1
1.9,61.6,1909,6.09,6.04,1.81,0
1.9,61,1909,6.01,6.08,1.85,1
1.9,64,1909,6,6.07,1.9,1
1.9,61.1,1909,6.08,6.09,1.81,1
1,60.1,1910,6.48,6.44,1.89,1
1,61.8,1910,6.4,6.16,4,1
1.91,61.8,1910,6.01,6.07,1.91,1
1,56.4,1910,6.58,6.55,1.7,1
1,61.9,1910,6.17,6.11,1.91,1
1,61.1,1910,6.18,6.19,4,0
1,60.1,1910,6.45,6.4,1.94,1
1,60.1,1910,6.41,6.18,1.91,1
1,61.4,1910,6.11,6.19,4,1
1,61.8,1910,6.11,6.18,4.01,1
1,58,1910,6.61,6.5,1.81,1
1,61.7,1910,6.11,6.17,4,1
1,60.5,1910,6.4,6.18,1.91,1
1.7,60.5,1910,5.78,5.64,1.5,1
1,58.7,1910,6.55,6.5,1.81,1
1.5,65.4,1910,4.98,4.9,1.11,1
1.9,59.6,1910,6.15,6.19,1.74,1
1.9,61,1910,6.01,6.06,1.88,1
1.11,60.9,1910,6.45,6.5,4,1
1.9,60.1,1910,6.06,6.1,1.71,0
1.88,60.7,1910,6.18,6.11,1.79,1
1.74,60.7,1911,5.8,5.81,1.59,0
1.11,61.6,1911,6.45,6.41,4.01,1
1.78,60.5,1911,5.91,5.95,1.65,1
1,61,1911,6.18,6.11,4,0
1.8,60.6,1911,5.99,6.01,1.7,0
1,61.7,1911,6.15,6.1,4.01,0
1.91,56,1914,6.51,6.5,1.65,1
1.9,61.7,1914,6,6.01,1.89,1
1.9,60.4,1914,6.1,6.14,1.76,0
1.85,59.1,1914,6.09,6.11,1.68,0
1.9,60.6,1914,6.08,6.16,1.81,0
1.14,61.1,1914,6.15,6.19,4.01,1
1.9,61.7,1914,6.07,6,1.9,1
1.9,61.7,1914,6.09,6.01,1.86,1
1.11,61.1,1915,6.46,6.5,4.01,1
1.18,61.9,1915,6.77,6.7,4.14,1
1,61.8,1916,6.4,6.44,4.01,1
1,65.7,1916,6.07,6.09,4.06,1
1.11,60.4,1917,6.51,6.56,1.95,1
1.11,60.6,1917,6.47,6.5,4,1
1.11,61.4,1917,6.17,6.41,1.99,1
1.11,61.9,1917,6.16,6.41,4.01,1
1.76,61,1917,5.86,5.88,1.64,0
1,59.4,1918,6.5,6.49,1.86,0
1.11,61.7,1919,6.18,6.15,4.01,0
1,59.1,1919,6.47,6.5,1.84,1
1.8,60.9,1910,6,6.05,1.67,0
1.9,64.7,1910,6.09,6.01,1.91,1
1.9,58.1,1910,6.11,6.18,1.67,1
1.9,57.8,1910,6.41,6.18,1.7,0
1.9,60.6,1910,6.14,6.07,1.81,0
1.9,57.5,1910,6.1,6.15,1.6,1
1.14,60,1910,6.57,6.51,4,1
1.9,60,1910,6.19,6.07,1.8,0
1.9,61.1,1910,6.1,6.04,1.84,0
1.18,59.9,1910,6.75,6.66,4,1
1.1,61.5,1910,6.8,6.7,4.11,1
1,64,1911,6.18,6.14,4.04,1
1.91,61.4,1911,6.07,6.04,1.84,1
1.16,60.1,1911,6.55,6.6,4.01,1
1.9,61.6,1911,6.04,6.09,1.86,1
1.91,61.5,1911,6.05,6.18,1.87,0
1.81,60.5,1911,6.09,6.07,1.74,1
1.9,60.8,1911,6.04,6.07,1.74,0
1.8,60.5,1911,6,5.96,1.68,1
1.8,60.9,1915,5.97,6.01,1.7,0
1.16,61.1,1916,6.54,6.49,4.06,0
1.9,60.4,1916,6.09,6.11,1.8,1
1.9,61.4,1916,6,6.04,1.81,0
1.9,60.7,1916,6.09,6.01,1.8,1
1.84,61,1916,6.07,6.09,1.77,0
1.91,59,1916,6.1,6.16,1.74,1
1.11,61,1916,6.46,6.41,4,1
1.7,60.8,1916,5.7,5.68,1.51,0
1.71,60.9,1917,5.81,5.86,1.56,1
1.91,60.1,1917,6.19,6.15,1.8,1
1.94,61.6,1918,6.15,6.17,1.91,1
1.11,58.1,1940,6.49,6.57,1.8,1
1,57.4,1940,6.61,6.51,1.78,0
1,64,1940,6.1,6.16,4.01,0
1.91,60.9,1940,6.1,6.15,1.86,1
1.91,61,1940,6.16,6.1,1.87,0
1.91,61,1940,6.11,6.08,1.85,0
1.91,60.7,1940,6.17,6.08,1.84,0
1.91,61,1940,6.15,6.11,1.87,0
1.91,61.1,1940,6.14,6.1,1.87,0
1.11,60,1941,6.7,6.74,4,0
1.18,59.4,1941,7,7.04,4.1,1
1,60.9,1941,6.61,6.59,4.09,0
1.9,60,1941,6.14,6.06,1.78,1
1,60.6,1944,6.45,6.5,1.99,1
1.9,66,1945,5.98,5.91,1.91,1
1,61.7,1945,6.17,6.41,4,1
1,60.8,1945,6.11,6.18,1.86,1
1,61.5,1945,6.11,6.17,1.97,1
1.9,61.9,1945,6,6.07,1.86,0
1.96,61,1945,6.1,6.14,1.91,0
1.9,61.6,1945,6.05,6.08,1.86,0
1.11,60.8,1945,6.47,6.4,1.98,1
1.11,60.1,1945,6.8,6.71,4.08,0
1.9,61.9,1946,6,6.04,1.85,1
1.91,58.1,1946,6.4,6.48,1.75,1
1.11,61.6,1947,6.11,6.18,1.98,0
1.71,60,1947,5.78,5.8,1.54,0
1.74,60.5,1948,5.81,5.85,1.59,1
1.97,61.1,1948,6.14,6.19,1.94,1
1.76,61,1948,5.86,5.88,1.64,1
1.9,61.7,1948,6.06,6.09,1.87,0
1,60,1948,6.18,6.48,1.91,0
1.9,61.4,1949,6.1,6.07,1.86,1
1.7,60.1,1949,5.71,5.71,1.5,0
1,61.8,1949,6.11,6.1,4,0
1.9,61,1950,6.01,6.08,1.88,1
1.9,61.5,1950,6.08,6,1.8,1
1.9,61.6,1950,6,6.04,1.81,1
1.9,61.1,1950,6.09,6,1.86,1
1.9,61,1950,6.01,6.07,1.8,1
1.9,61.6,1950,6.06,6.1,1.87,1
1.9,57.5,1950,6.11,6.17,1.65,1
1.9,61.6,1950,6.07,6.01,1.88,1
1.9,60.7,1950,6.06,6.11,1.81,1
1.9,61.1,1950,6.09,6.01,1.86,1
1.9,60.8,1950,6.09,6.1,1.81,1
1.9,60.4,1950,6.11,6.19,1.78,1
1.9,57.6,1950,6.14,6.17,1.66,1
1.14,60.8,1950,6.61,6.74,4.01,1
1.9,61.7,1950,6.05,6,1.87,1
1.9,61.4,1950,6.09,6.01,1.87,1
1.9,61.5,1950,6.05,6,1.8,1
1.9,61.1,1950,6.04,6.08,1.84,1
1.76,61.7,1950,5.8,5.77,1.69,1
1.9,59.7,1950,6.15,6.11,1.71,1
1.71,60.1,1950,5.74,5.7,1.5,0
1.1,59.6,1950,6.95,6.9,4.01,1
1.11,61.7,1950,6.54,6.5,4.05,1
1.9,60.6,1950,6.17,6.1,1.78,1
1,64,1950,6.41,6.19,4,1
1.15,60.9,1950,6.6,6.55,4,0
1.96,61,1950,6.19,6.11,1.95,0
1.71,59.1,1951,5.77,5.86,1.44,1
1.11,64,1951,6.51,6.58,4.09,1
1,58.9,1951,6.56,6.61,1.88,1
1.7,58.8,1951,5.89,5.8,1.44,1
1.8,60.6,1951,5.95,5.99,1.68,1
1.14,61.4,1951,6.48,6.46,4.04,1
1.8,60.1,1954,5.91,6,1.66,1
1.9,61.5,1954,6.06,6.01,1.8,1
1.9,61.4,1954,6.07,6.1,1.86,1
1.9,64.7,1954,6.04,6.08,1.91,1
1.16,60.7,1955,6.77,6.81,4.01,1
1.7,60,1955,5.76,5.8,1.51,0
1,60.1,1956,6.65,6.69,4.08,1
1.11,60.8,1957,6.5,6.4,1.99,1
1.9,60.1,1958,6.1,6.15,1.8,1
1.16,61.6,1958,6.46,6.51,4.06,1
1.9,60.9,1958,6.11,6.08,1.84,0
1,61.8,1959,6.11,6.15,1.95,1
1,60.6,1959,6.45,6.18,1.89,1
1,61.9,1959,6.15,6.11,4.05,1
1,61.5,1959,6.19,6.15,1.98,1
1,61.7,1959,6.41,6.16,4,1
1,61.6,1959,6.15,6.11,4.01,1
1,61.4,1959,6.15,6.19,4,1
1,61.6,1959,6.19,6.1,4.04,1
1.97,59.8,1960,6.18,6.41,1.81,0
1.14,60.6,1960,6.56,6.49,4.01,1
1.9,61.6,1960,6.09,6.01,1.88,0
1.75,61.4,1960,5.79,5.84,1.61,1
1.9,60.9,1960,6.04,6,1.79,0
1.19,60.9,1960,6.58,6.54,4.06,1
1.88,61.1,1961,6.01,6.06,1.81,1
1.9,61.7,1961,6,6.07,1.85,1
1.94,61,1961,6.09,6.11,1.85,0
1.9,61.1,1961,6.11,6.01,1.85,1
1.9,61.6,1964,6.04,6.09,1.86,1
1.9,61.7,1964,6.05,6.1,1.87,1
1.1,61.4,1964,6.84,6.69,4.1,1
1,68.1,1965,6.01,5.91,4.08,0
1.18,61.1,1965,6.7,6.64,4.11,0
1.18,61.5,1965,6.75,6.61,4.08,0
1,64.1,1965,6.11,6.09,1.99,1
1,64.1,1965,6.14,6.19,4.06,1
1,65.1,1965,6.09,6.08,4,0
1,61.1,1965,6.18,6.11,4.01,1
1,60.8,1965,6.4,6.16,1.88,1
